Country Name,Country Code,Series Name,Series Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
World,WLD,"Educational attainment, at least completed short-cycle tertiary, population 25+, total (%) (cumulative)",SE.TER.CUAT.ST.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
World,WLD,"Educational attainment, at least completed upper secondary, population 25+, female (%) (cumulative)",SE.SEC.CUAT.UP.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
World,WLD,"Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)",SE.SEC.CUAT.UP.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
World,WLD,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.UP.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
World,WLD,"Educational attainment, at least Master's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.MS.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
World,WLD,"Educational attainment, at least Master's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.MS.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
World,WLD,"Educational attainment, at least Master's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.MS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
World,WLD,"Educational attainment, Doctoral or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.DO.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
World,WLD,"Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.DO.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
World,WLD,"Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.DO.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
World,WLD,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,2375.00499377057,2367.46980141939,2421.24268266702,2485.91938248234,2562.8787240786,2639.86826042761,2715.49251586021,3105.17871562634,..,..,..,..,..,..,..,..
World,WLD,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,8.85373928408714,8.62298481889227,8.96889102954148,8.64741616809956,8.83337185190672,8.86480815219648,8.65272174102329,8.25059918477724,..,..,..,..,..,..,..,..
World,WLD,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,38.6139253894361,38.4260445755015,38.7294157590165,39.8090764265348,39.3581636382848,39.8336213592541,40.491909285051,40.4654048399261,39.1456916602515,..,..,..,..,..,..,..
World,WLD,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,16.7985809507857,16.3002434299452,16.0973532564222,15.5997270430139,15.8842995088044,15.8886236346322,15.8653734402261,16.2347910086989,15.889553840668,..,..,..,..,..,..,..
World,WLD,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,17.7366941746856,18.5794080382675,19.1224308566929,19.4056184437974,19.9336482232135,20.138893373157,20.4910846037175,21.5855319791641,22.7760742799648,..,..,..,..,..,..,..
World,WLD,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,16.7036509463493,16.8779834746992,16.3842211234438,15.6561589820743,15.5517446845253,15.0713275240031,14.6326339537994,10.6014439399713,8.11344222626003,..,..,..,..,..,..,..
World,WLD,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,7.29883617618906,7.04654858249183,6.72719834233821,6.57571402503828,6.16751772882452,5.74839547418846,5.064642323486,3.54585455431309,3.27779174645093,..,..,..,..,..,..,..
World,WLD,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,63.6494557403107,64.0520011962608,64.5790449580476,65.7904088953705,65.4593295903228,65.7209102065996,66.0476362122545,65.5967913734032,65.1995576866673,..,..,..,..,..,..,..
World,WLD,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,1.39977105977894,1.43627804256932,1.55951266674136,1.65069511101688,1.79590056200895,1.95643707211402,2.12472874827046,6.00337142681483,6.76182546031486,..,..,..,..,..,..,..
World,WLD,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,217095000000,224461000000,253263000000,277856000000,316183000000,359313000000,405335000000,1435701000000,1644540000000,..,..,..,..,..,..,..
World,WLD,"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,1.7476573404971,1.74903253259045,1.74877343947912,1.74168082760939,1.77257882643974,1.78611118519032,1.7989670399787,1.79978888547071,1.8157528374832,1.82953793532847,1.82970333800673,1.84555166172485,1.83012902912068,1.73080643192418,1.72232067584671,..
World,WLD,"Employers, male (% of male employment) (modeled ILO estimate)",SL.EMP.MPYR.MA.ZS,4.29405223427892,4.37800766057729,4.37691021999101,4.40116937364597,4.44872100159425,4.44390221752644,4.41452304647699,4.20819384377612,4.21507039964918,4.21395631177847,4.27307483539362,4.32508894717799,4.27044117727772,4.13003760940937,4.15088334919607,..
World,WLD,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,3.28825578916992,3.33911871351341,3.33826789915781,3.34927492697656,3.39040645458571,3.39159140837476,3.38054211747464,3.26746589837794,3.27797630527327,3.28234021797935,3.31779825684405,3.35490832375024,3.31545667772214,3.19956261712951,3.20904454451548,..
World,WLD,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,39.7290920282629,39.3421220235018,39.0185621523716,38.51765263052,37.3574423484667,36.4298508490533,35.3774089379299,29.1503887024062,28.5305416829578,28.013436727,27.4958362745042,26.8724387734396,26.3881726166149,26.9496335278005,26.4182370871974,..
World,WLD,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,38.6475357308979,38.2569715324885,38.0682975462328,37.6329482476666,36.5243024995106,35.629281451332,34.4869961852519,27.9107056694663,27.2763918094573,26.6590037907974,26.076838852572,25.3621550679401,25.2340253851198,25.6804761874331,25.2884528412786,..
World,WLD,"Employment in agriculture, male (% of male employment) (modeled ILO estimate)",SL.AGR.EMPL.MA.ZS,40.4383996699494,40.0544096077727,39.643008330587,39.099678731997,37.9050103584122,36.9575442117064,35.9633374556939,29.9535573395471,29.3421178806251,28.8896082642714,28.413903840045,27.8488564863197,27.1434678561149,27.7756854436192,27.1582106745552,..
World,WLD,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,20.6751263324217,20.6350597476595,20.3909149365819,20.4304663884261,20.8091087467203,21.2754338845116,21.7549962139353,23.3754155272989,23.2030311715983,23.0596136629874,22.9136269825269,22.8259489427715,22.7958629972801,22.6251062309728,23.1146656412572,..
World,WLD,"Employment in industry, female (% of female employment) (modeled ILO estimate)",SL.IND.EMPL.FE.ZS,17.3426639623444,17.1776363409543,16.6439723932779,16.500270162035,16.6554798381527,16.9537047718037,17.1874967974319,17.157905370541,16.7964725470536,16.4975605598548,16.2425405940365,16.0084687801709,15.9239359775312,15.8379476167803,15.9499808353708,..
World,WLD,"Employment in industry, male (% of male employment) (modeled ILO estimate)",SL.IND.EMPL.MA.ZS,22.8609398905944,22.9047803391138,22.8530503295554,23.0161776019491,23.5391022915775,24.1240835038879,24.7603962881929,27.4039998312095,27.3488797593184,27.3046515499731,27.2299456012729,27.2339864277917,27.2929803330353,27.0428856730884,27.8076346177937,..
World,WLD,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,39.5957854137033,40.0228155299712,40.5905236081757,41.0518814992179,41.8334434918233,42.2947108517445,42.8675965473591,47.4742018586326,48.2664214670342,48.926952306838,49.5905347941795,50.3016126561803,50.8159640966735,50.4252598610566,50.4670944461687,..
World,WLD,"Employment in services, female (% of female employment) (modeled ILO estimate)",SL.SRV.EMPL.FE.ZS,44.009795856798,44.5653932165547,45.2877291049912,45.8667827003183,46.8202092726323,47.4169956269771,48.3255131398643,54.9313943173062,55.9271368748596,56.8434375224608,57.6806104223659,58.629381396873,58.8420400725301,58.4815718797925,58.761566468134,..
World,WLD,"Employment in services, male (% of male employment) (modeled ILO estimate)",SL.SRV.EMPL.MA.ZS,36.7006600226639,37.0408064276812,37.5039394431941,37.8841442570793,38.5558918844049,38.9183748723403,39.2762645619435,42.6424392212841,43.3089999769203,43.8057425571584,44.356154575097,44.9171594669194,45.5635508243333,45.1814355734777,45.0341563136819,..
World,WLD,"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,47.4871866955791,47.2240637594584,46.9053558223976,46.6940232349297,46.5813033267876,46.5688874185311,46.5644758217979,44.9125450873578,44.7125747470607,44.5226772955717,44.3896388134412,44.2700416015352,44.8734227459865,42.8676456927563,44.0140505629926,44.5255683933303
World,WLD,"Employment to population ratio, 15+, female (%) (national estimate)",SL.EMP.TOTL.SP.FE.NE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
World,WLD,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,73.2008260719431,72.7083457827943,72.1293642143807,71.6975345091581,71.5750941384642,71.3233681018087,71.4095785637734,69.7553585114549,69.5028727652507,69.2134781049064,68.989601067964,68.8472710051567,68.9497241384995,66.2405376417455,67.6042931478981,68.3581277513711
World,WLD,"Employment to population ratio, 15+, male (%) (national estimate)",SL.EMP.TOTL.SP.MA.NE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
World,WLD,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,60.2733118333397,59.8982495009685,59.4517730963026,59.1325002061031,59.0166079195668,58.8875498937658,58.9308831210328,57.2948237050149,57.0712809285376,56.8333254081297,56.6556086091343,56.5248652625707,56.8782678429709,54.5204503954742,55.7734178338147,56.4329438778388
World,WLD,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,61.8150572113431,..,..,..,..,59.9511122516765,..,60.4197282904236,..,..,60.3545544375815,56.9826070300629,57.3757597566735,..,..,..
World,WLD,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",SL.EMP.1524.SP.FE.ZS,37.2650671118143,36.7405894344335,36.3244322777592,35.7444229420228,35.4371254666832,35.1631973485925,34.80532246346,29.6864809959033,29.1696362060982,28.6384937219651,28.2623056331372,27.8735590320809,28.2712111534956,25.9627456641294,27.1063813929937,27.7522881656588
World,WLD,"Employment to population ratio, ages 15-24, female (%) (national estimate)",SL.EMP.1524.SP.FE.NE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
World,WLD,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,52.7239512081861,52.145680753789,51.4378508205014,50.8637284443447,50.7888108027951,50.2920815518656,49.9074953608759,43.738194803912,42.9332706173537,42.307674138137,41.8035545023674,41.4737479956224,41.6139869654371,38.527719036005,39.9837233908435,40.9522547866039
World,WLD,"Employment to population ratio, ages 15-24, male (%) (national estimate)",SL.EMP.1524.SP.MA.NE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
World,WLD,"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,45.1637480448162,44.6137927955062,44.0508855703388,43.4765609725309,43.2908875490998,42.9074311012103,42.5412529653003,36.9219163873229,36.2612372545009,35.6847190976008,35.245395139414,34.8891313404528,35.1549790330699,32.4451445207906,33.7508498258121,34.5637353931593
World,WLD,"Employment to population ratio, ages 15-24, total (%) (national estimate)",SL.EMP.1524.SP.NE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
World,WLD,"Energy imports, net (% of energy use)",EG.IMP.CONS.ZS,-2.80294895307457,-3.26756645824325,-1.94384995524471,-2.43359943676222,-2.73250077805432,-3.19811273265996,-3.16301549417378,-2.45985939438221,20.9690424983259,..,..,..,..,..,..,..
World,WLD,Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,6.84564376639291,6.74219339732959,6.69194816427397,6.67364813974781,6.62853376404495,6.48670525014103,6.32883587122531,..,..,..,..,..,..,..,..,..
World,WLD,Energy related methane emissions (% of total),EN.ATM.METH.EG.ZS,32.7189321357596,33.278004318056,33.4410284138133,34.4168002304132,34.6775485010951,35.0490424044036,35.4888037362557,..,..,..,..,..,..,..,..,..
World,WLD,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,1629.09804918139,1627.57533439966,1639.81556177053,1678.55485359158,1729.18410217973,1756.01182564003,1785.26535750519,1905.98724183382,..,..,..,..,..,..,..,..
World,WLD,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2017 PPP)",EG.USE.COMM.GD.PP.KD,142.493894425441,140.945702936783,139.999021093292,139.995493196028,139.116045518652,136.778097324331,133.863187064775,120.291414548441,..,..,..,..,..,..,..,..
World,WLD,Exclusive breastfeeding (% of children under 6 months),SH.STA.BFED.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
World,WLD,Expenditure on primary education (% of government expenditure on education),SE.XPD.PRIM.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
World,WLD,Expenditure on secondary education (% of government expenditure on education),SE.XPD.SECO.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
World,WLD,Expenditure on tertiary education (% of government expenditure on education),SE.XPD.TERT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
World,WLD,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,23.732594237305,24.7562721325904,25.0006500669558,25.2546608263404,24.7640656779155,25.1199859497818,24.8985586637142,26.9781851500256,26.9640181643504,26.7924328345195,26.4448101638922,26.3062137918302,26.9588613196459,33.7468962499105,32.2814038657733,..
World,WLD,Expense (current LCU),GC.XPN.TOTL.CN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
World,WLD,Export unit value index (2015 = 100),TX.UVI.MRCH.XD.WD,100,96.51637337,97.39876198,107.9158524,119.7068887,128.9245123,137.5016758,177.8310197,153.9136887,147.2961462,156.4976756,167.759943,..,..,..,..
World,WLD,Export value index (2000 = 100),TX.VAL.MRCH.XD.WD,100,96.01934359,100.7448858,117.654255,143.0015293,162.8315007,188.0540797,294.4599154,256.3156288,248.5166148,274.9324851,301.9904309,..,..,..,..
World,WLD,Export volume index (2000 = 100),TX.QTY.MRCH.XD.WD,100,99.48503061,103.4354891,109.0240705,119.4597328,126.2998772,136.7649366,165.5841123,166.532055,168.7190203,175.6783186,180.013432,..,..,..,..
World,WLD,Exports as a capacity to import (constant LCU),NY.EXP.CAPM.KN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
World,WLD,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,23.5834787802171,22.992540494164,23.2462917636559,23.998241724229,25.8713233306793,27.1658176622031,28.897310987037,29.9711068614532,28.3040729033955,27.3077569115943,28.2779291907545,29.1653686308393,28.2848617941903,26.3776489453585,28.881566882959,..
World,WLD,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,11.8448976765223,0.634965688356928,2.75248629122422,4.44354999190222,10.239237191599,6.98580591406306,8.74329366683145,3.55515175154197,3.32053001045173,2.60698047897525,5.2859208460431,4.34793994974389,1.12968052073663,-8.9597540069165,9.34220448372669,..
World,WLD,"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,7961313075575.04,7688474176634.6,8026959581459.08,9413905528844,11475793448416.3,13013588679724.8,14966954684791.4,23987771199992.1,21334660425520.4,20911790510974.9,23097317810214.8,25336075003313.5,24966716611771.1,22595897573955.3,28179999987867.4,..
World,WLD,Exports of goods and services (constant 2015 US$),NE.EXP.GNFS.KD,11553348554248,11626708353423.8,11946731906972.4,12477590911657.2,13755201040899.2,14716112688705.6,16002785637421,20596877985918.3,21280803500656.8,21835589893688,22989801891734.9,23989384672552.7,24260388078243.1,22086716985309.2,24150103249818.8,..
World,WLD,Exports of goods and services (constant LCU),NE.EXP.GNFS.KN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
World,WLD,Exports of goods and services (current LCU),NE.EXP.GNFS.CN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
World,WLD,Exports of goods and services (current US$),NE.EXP.GNFS.CD,7980541548206.69,7730982877885.79,8117110579179.54,9395844382731.76,11415429495844.4,12981000785939,14963057296036.7,23896753719135.5,21280803500656.8,20882068161892.5,23020920303109.8,25218407271465.5,24792883722509.7,22451688487690.9,27878633076980.4,..
World,WLD,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,9498525089905.26,9101974639699.71,9393178741628.52,11035092073403.7,13599702072683.7,15704613749463.4,18410995582260,28271387816196.1,25248998563167.2,24944359680759.1,27630881726020.8,30426566819450.8,30113683763508.1,26893684311264.9,33373178762860.1,..
World,WLD,External balance on goods and services (% of GDP),NE.RSB.GNFS.ZS,0.0917128223728589,-0.040668281153085,0.199983338843182,0.174310878412914,0.272653442357011,0.352315829469319,0.587109286633343,0.75892797584131,0.711334036501007,0.680959962625245,0.711807257031698,0.628454194542531,0.508127800582443,0.779328583230317,0.958263476758241,..
World,WLD,External balance on goods and services (constant LCU),NE.RSB.GNFS.KN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
World,WLD,External balance on goods and services (current LCU),NE.RSB.GNFS.CN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
World,WLD,External balance on goods and services (current US$),NE.RSB.GNFS.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
World,WLD,External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
World,WLD,"External debt stocks, long-term (DOD, current US$)",DT.DOD.DLXF.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
World,WLD,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
World,WLD,"External debt stocks, public and publicly guaranteed (PPG) (DOD, current US$)",DT.DOD.DPPG.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
World,WLD,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
World,WLD,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
World,WLD,External health expenditure (% of current health expenditure),SH.XPD.EHEX.CH.ZS,0.156074108235929,0.147908368612445,0.156415556859659,0.177653673017185,0.245248307775941,0.263878470116087,0.256547716187795,0.333731578986474,0.283924454502848,0.259125698347826,0.254102748450865,0.242755562022874,0.252380526218711,0.243838179895607,..,..
World,WLD,External health expenditure per capita (current US$),SH.XPD.EHEX.PC.CD,0.670203366517,0.652374590879805,0.725241056468351,0.893275752811807,1.34365869469282,1.53746441942687,1.58798174759873,3.04166364450789,2.56010957584572,2.37986465829645,2.41709931579512,2.39953135103495,2.53612628119417,2.48760900199637,..,..
World,WLD,"External health expenditure per capita, PPP (current international $)",SH.XPD.EHEX.PP.CD,2.20797936142247,2.37198701922371,2.62457951855755,2.9373239035874,4.11164395673896,4.21973082355466,4.50511538934128,6.86221656394283,6.26626902775304,6.27485807472099,6.36464032389053,6.25376558844152,6.72949075272315,6.69918023320994,..,..
World,WLD,Female genital mutilation prevalence (%),SH.STA.FGMS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
World,WLD,Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
World,WLD,Female share of employment in senior and middle management (%),SL.EMP.SMGT.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
World,WLD,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.71846485657425,2.6806484775874,2.65374989301318,2.63004186260691,2.62140472428961,2.6031626927636,2.59528600149372,2.50656100304628,2.47787023274242,2.48109186788072,2.45919481547587,2.39733978310922,2.36055935171887,2.29962426623588,2.273168866153,..
World,WLD,Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,92.6389082232227,92.5325591387804,94.6697671699704,95.1849387653552,93.4685254419496,92.968033185293,94.9970101258819,92.4789412103551,88.9891424106198,89.7867024600887,91.7179968812892,91.0883535769988,90.0834800710445,93.8544646228396,..,..
World,WLD,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,101.627634835764,103.709940255774,107.706421882157,110.79108825344,116.082416242991,116.402699534517,120.125812558917,138.029987331397,136.447650971061,137.477210280537,141.175210630513,139.664686376786,138.390283004273,146.402488314517,..,..
World,WLD,Final consumption expenditure (% of GDP),NE.CON.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
World,WLD,Final consumption expenditure (annual % growth),NE.CON.TOTL.KD.ZG,4.01876274284052,2.90040735743482,2.79801700138475,2.77984435481781,3.5470083626409,3.74179417595406,3.40356279282146,2.61930534660371,2.88202836756983,2.82076848971704,2.95941421980308,3.19107342663514,2.60399823153452,-3.21114695948586,6.20382092770029,..
World,WLD,Final consumption expenditure (constant 2015 US$),NE.CON.TOTL.KD,36524179766037.4,37583529763214.3,38635123315709.5,39709119610178.2,41117605403482.3,42656141567761.6,44107970131015.1,53670523735840.8,55217323454931,56774876315812.8,58455080078778.6,60320424605690.8,61891167395677.1,59903751055660.5,63620072500129,..
World,WLD,Final consumption expenditure (constant LCU),NE.CON.TOTL.KN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
World,WLD,Final consumption expenditure (current LCU),NE.CON.TOTL.CN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
World,WLD,Final consumption expenditure (current US$),NE.CON.TOTL.CD,25597252453439.4,25757619820551.2,26884620909420.8,30096107559487.9,33520444458798.9,36062216091855.3,38631382124575.6,58537516863255.1,55217323454931,56349343678920.7,59507555262744.8,62820862749980.3,63908629561492.8,62207916557610.9,69472462662743.2,..
World,WLD,Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
World,WLD,Financial intermediary services indirectly Measured (FISIM) (current LCU),NV.FSM.TOTL.CN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
World,WLD,Firms competing against unregistered firms (% of firms),IC.FRM.CMPU.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,48.3821138211382,..
World,WLD,Firms expected to give gifts in meetings with tax officials (% of firms),IC.TAX.GIFT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11.8934959349594,..
World,WLD,Firms experiencing electrical outages (% of firms),IC.ELC.OUTG.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,51.5422764227642,..
World,WLD,Firms experiencing losses due to theft and vandalism (% of firms),IC.FRM.THEV.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,16.5229508196721,..
World,WLD,Firms formally registered when operations started (% of firms),IC.FRM.FREG.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,89.3341463414634,..
World,WLD,Firms offering formal training (% of firms),IC.FRM.TRNG.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,33.4186991869919,..
World,WLD,Firms that do not report all sales for tax purposes (% of firms),IC.FRM.INFM.ZS,..,..,50.8506896551724,56.56,56.005,40.0997222222222,50.486052631579,..,..,..,..,..,..,..,..,..
World,WLD,Firms that spend on R&D (% of firms),IC.FRM.RSDV.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.9516666666667,..
World,WLD,Firms using banks to finance investment (% of firms),IC.FRM.BNKS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,25.5260162601626,..
World,WLD,Firms using banks to finance working capital (% of firms),IC.FRM.BKWC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,28.709756097561,..
World,WLD,Firms visited or required meetings with tax officials (% of firms),IC.FRM.METG.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,49.790243902439,..
World,WLD,Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,33.2756097560976,..
World,WLD,Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,17.9146341463415,..
World,WLD,"Fish species, threatened",EN.FSH.THRD.NO,..,..,..,..,..,..,..,..,..,..,8233,..,..,..,..,..
World,WLD,Fixed broadband subscriptions,IT.NET.BBND,..,37087722,66043023,103670752.33,158047751,219835636,284312184,725483711,840118980,916774128,1025565139,1068444667,1140597573,1229764341,1329062102,..
World,WLD,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,..,0.841051873013308,1.34571766002351,1.9793904549917,2.95254303361479,3.65875637316775,4.65116603871053,10.137671957026,11.4504187122542,12.3522450051007,13.6627533930205,14.4735828801822,14.7636348106409,15.7951380925277,16.9190555503329,..
World,WLD,Fixed telephone subscriptions,IT.MLT.MAIN,975057850,1034495800,1083357524,1135703975,1203418833.5,1243520718,1261205623,1091282708,1045942843,1007991194,983845706,948355673,925367323,903114069,889292545,..
World,WLD,Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,15.9108290712127,16.6591080824512,17.2203942396945,17.8286334578858,18.6944667300187,19.3215800862279,19.140094901745,14.9513290546687,14.0980987050539,13.4311045484428,12.9938784858127,12.7381829036,11.9680526706334,11.5670672710465,11.2869124329872,..
World,WLD,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,7.0991771078185,7.45385953363677,7.46794632767282,7.41781850304079,7.01485779302227,6.79304145888479,6.43498250989608,8.42876866522156,8.79253212995922,8.97993792251768,8.74150808271858,8.36003467697331,8.48512821262448,9.37937627680621,8.57749759404898,8.09412130548745
World,WLD,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,6.97022298654709,7.28479326761065,7.41077694948737,7.38678558357176,6.88342828550597,6.49293627731081,6.18025962371378,7.95028604093175,8.36896886875177,8.66604059054285,8.50077920111946,8.07885847791875,8.19793373269465,9.11157573499513,8.42658753193149,7.97091632584148
World,WLD,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
World,WLD,"Food, beverages and tobacco (% of value added in manufacturing)",NV.MNF.FBTO.ZS.UN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
World,WLD,"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
World,WLD,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,4.60900919425521,2.66063789528559,2.13975297096703,1.86054442646252,2.22834622852042,3.28040051204109,4.2525993982538,2.38678720261755,3.6068678522534,3.5236861073244,2.66497507704502,1.05667305719033,1.90932090414172,1.42139173025516,2.26049566033753,..
World,WLD,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,1569111459181.94,895499751035.031,751689098512.2,737199883982.208,1010647603215.93,1562647038966.52,2204005380687.14,1937084042371.05,2762485447229.48,2725850332630.26,2193651654142.26,942638334426.028,1698772647032.5,1240712138534.38,2201232312879.95,440290736255.23
